gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0.0,-0.4402778489254012,0,0,-0.8316452069406185,0,0,1,0,0,1,0,0,1,-1.0363357052402182,-0.814702339524264,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,1,0,-1.1576563037451288,1,1,0,0,0,0,1,0,1,0.6143511565535893,-0.8709402367607717,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-1.0761535295440012,1,1,1,0,0,0,0,0,1,0.4747160141661976,-0.8151216959008313,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,0,1.328178309389263,1,1,0,1,1,1,1,1,1,1.4388634258886632,2.1355580551801148,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.7093910456389271,1,0,0,0,0,0,0,0,0,-1.4918122411229005,-0.8654665324771555,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,1,-0.34262856173385287,1,0,0,0,0,0,0,0,0,-1.4535788092787338,-0.7722811313262389,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,1,-0.7908938198400547,0,0,0,1,0,0,0,0,0,-1.1510360007727187,-0.8382083680002768,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.34262856173385287,1,0,0,0,0,0,0,1,1,0.5013131841447482,-0.1236251023294858,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,0,1.6134380190932094,0,0,1,1,1,1,1,1,0,0.02422644765449388,1.1647701148149037,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,1,0.8799130512830611,1,1,1,1,0,0,1,1,1,1.3075398991195686,1.4852908148418134,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.1984076908456927,1,1,0,0,0,0,0,0,0,0.3201199636658715,-0.9116619480642869,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,1,1,-1.1576563037451288,1,0,0,0,0,0,0,0,1,-1.4718643636389874,-0.9726672651607186,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,1,1,-0.01661746492934249,1,1,0,0,1,0,1,0,1,0.8836475025864157,0.2716955324440977,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.2712930083598994,0,0,0.1056366963723489,1,1,0,0,1,0,1,1,1,1.139645263629967,0.49207834402436856,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,0.1056366963723489,1,0,0,0,0,0,0,0,0,-1.4718643636389874,-0.6717238865030327,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,2.2712930083598994,0,0,-1.2391590779462565,1,0,0,0,0,0,0,0,0,-0.6589883561695291,-0.9693344855364199,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,-0.9946507553428736,1,0,0,1,0,0,0,0,0,0.36001571863369725,-0.7705154202670079,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.4241313359349805,1,0,1,0,0,1,0,0,0,-0.3215367620666662,-0.45374685624096406,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,-0.7093910456389271,1,0,1,0,1,1,0,0,0,-0.19353788154489052,-0.5852923301536745,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.4241313359349805,1,1,0,0,0,0,1,1,1,1.0083217368608723,-0.052290375536552906,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,-1.2799104650468203,1,0,0,0,0,0,0,0,0,-0.6672999717878262,-0.9871902386228937,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,1,1.5726866319926456,1,1,0,0,0,0,0,0,0,-1.3072943743967043,-0.20645902239566075,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.1576563037451288,1,0,1,0,1,0,0,0,0,-0.2666800989859052,-0.8987060431671794,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.30187717463328906,1,1,1,1,1,1,0,1,0,0.5644814628438065,-0.11135341046783027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,1,-0.01661746492934249,1,0,0,1,0,0,1,0,1,0.7091035746021762,0.19541681468531788,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,2.2712930083598994,1,0,-1.0354021424434374,0,0,1,0,0,0,0,0,0,-1.1626722626383346,-0.909609308957931,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-0.6278882714377995,1,0,0,0,0,0,0,0,1,-1.4718643636389874,-0.845447783343124,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,2.2712930083598994,1,0,-0.9946507553428736,1,0,1,0,0,0,1,0,0,-0.12870727972217313,-0.7632760049241607,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.2712930083598994,0,0,0.9614158254841887,1,1,1,0,1,1,0,1,0,0.28188653182170453,0.7827143843737931,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,1,-0.6340535093146378,-0.9867488108580859,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.2712930083598994,0,0,-0.9946507553428736,1,0,1,0,0,1,1,1,0,1.1812033417214527,-0.6394996596720667,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.0354021424434374,1,0,0,0,0,0,0,0,0,-1.513422441730473,-0.9573497217218894,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,1,-1.1984076908456927,1,0,0,0,0,0,0,0,0,-1.4602281017733714,-0.9801494657742098,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,1.5726866319926456,1,0,1,1,1,1,1,0,0,0.4181970279617771,1.4430461777497114,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.2391590779462565,1,1,0,0,0,0,1,1,1,1.0382435530867422,-0.9297604864214047,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,1,1,0,0.857050332607865,-0.966950775606458,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,0.676156115780242,1,1,1,1,0,0,1,0,1,0.9667636587693869,1.082399693901777,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,1.0429185996853163,1,0,0,1,1,1,1,0,0,0.17716017503116066,0.7803968886085525,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2.2712930083598994,1,0,0.4723991802774231,0,0,0,1,0,0,0,0,1,-1.1443867082780808,-0.40671272790069796,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,1.0836699867858801,1,0,0,1,0,1,1,1,1,0.37165198049931353,0.9981973477646982,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,1.5726866319926456,1,1,1,0,1,1,1,1,1,1.4388634258886632,2.3179780789869184,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,1,0.17051088253652336,-0.9760662589497381,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-0.8723965940411823,1,1,0,0,0,0,0,0,0,0.34837945676808146,-0.6146472765133901,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,2.2712930083598994,1,0,1.2059241480875715,1,1,0,1,1,0,1,1,1,1.295903637253953,1.8108658627757719,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,0.1056366963723489,1,0,1,0,0,1,0,0,1,-0.3265237314376444,-0.16114646233814484,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.505634110136108,1,0,0,0,0,0,0,0,1,-1.5051108261121757,-0.824612392844198,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,1,1,0.3093936318751679,1,0,0,0,0,0,0,0,0,-1.5017861798648569,-0.6498290693685681,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,0.2686422447746041,1,0,1,0,0,0,0,0,1,-0.5625736149972826,-0.17421272417645428,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,1,0,0,0,0,0,1,1,0.7257268058387705,-0.9686944152774487,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,1.6134380190932094,1,1,0,0,0,0,0,0,0,-1.363813360601125,-0.26565448565638045,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,2.2712930083598994,1,0,0.02413392217122131,1,1,0,1,0,0,0,0,1,0.5262480309996396,0.16573079750199649,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.8316452069406185,1,0,0,0,0,0,0,0,0,-0.697221788013696,-0.768131710337046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,0,-1.4967992104938788,-0.998203861354847,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,1,-0.22037440043216147,1,0,0,0,0,0,0,0,0,-1.5167470879777918,-0.769720850290354,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,1,0.06488530927178511,1,0,0,0,0,0,0,0,0,-1.5017861798648569,-0.7072808929582972,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,0,0.9614158254841887,1,0,1,0,1,0,0,0,0,0.5162740922576832,0.9855283709147153,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,1.0429185996853163,1,1,0,0,0,0,0,0,0,-1.3438654831172117,-0.37839513678828063,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,1,-0.4241313359349805,1,1,0,0,0,0,0,0,0,-1.313943666891342,-0.7617530791355739,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,1,-0.913147981141746,1,1,0,0,0,0,0,0,0,-1.2856841737891318,-0.9073580273574113,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-0.7908938198400547,1,0,0,0,0,0,0,0,0,-1.4884875948755816,-0.8884207762471588,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,0.1056366963723489,1,1,0,1,0,1,0,0,0,0.6825064046236256,0.2809434441168201,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,0.06488530927178511,1,0,0,0,0,0,0,0,1,0.173835528783842,0.05961156284221255,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,2.2712930083598994,0,0,-1.1576563037451288,1,1,0,0,0,0,1,1,1,0.9817245668823218,-0.8195580449371492,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,1.6134380190932094,1,0,0,0,0,0,0,0,0,-1.4652150711443495,-0.3482676918401515,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.2391590779462565,1,0,0,0,0,1,1,1,0,0.18380946752579844,-0.9484770236492536,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-1.0354021424434374,1,0,0,0,1,0,1,1,1,1.0166333524791695,-0.7151824499483559,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,2.2712930083598994,1,0,-0.22037440043216147,1,1,0,0,0,0,0,0,1,0.3566910723863786,-0.17087994455215577,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-1.1576563037451288,1,0,0,0,0,0,0,0,1,0.1588746206709071,-0.8811592895160711,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,0.1871394705734765,1,0,0,0,0,0,0,0,0,-1.4934745642465599,-0.6607323351593196,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.4648827230355443,1,0,0,0,0,0,0,0,0,-1.4884875948755816,-0.8225376823496016,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,1,0,0.8391616641824973,1,1,0,0,0,0,1,1,1,1.033256583715764,1.2073899655070923,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.5871368843372357,1,1,0,0,0,1,0,1,1,0.8420894244949301,-0.29500943201609603,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-1.2391590779462565,1,0,0,0,0,0,0,0,0,0.1389267431869942,-0.9540610848740717,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-0.01661746492934249,1,1,1,0,0,0,1,1,1,1.1562684948665611,0.4076994267813665,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,2.2712930083598994,1,0,-0.3833799488344167,1,0,0,0,0,0,0,0,1,-1.4635527480206902,-0.7927413082250782,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-1.1984076908456927,1,0,1,0,0,0,0,0,1,-0.4861067513089492,-0.9359184037404731,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,1.5726866319926456,0,0,1,1,0,1,1,1,0,-0.2035118202868472,0.8229063823595392,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.9538993682423098,1,0,0,0,0,1,1,1,1,1.0349189068394236,-0.6416626557196247,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,1,0,0,0,0,0,-0.5077169519165217,-0.9850713853518164,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-0.5871368843372357,1,0,0,0,1,0,0,1,0,-0.24340757525467321,-0.5695333589500379,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-0.8316452069406185,1,0,0,0,0,0,0,1,0,-0.36974413265278955,-0.6995338356859212,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,0,1.5726866319926456,1,1,1,1,1,1,0,1,1,0.5096247997630454,1.4586285778474248,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,1.2874269222886991,1,1,0,0,0,0,0,0,1,-1.3422031599935524,-0.30010792269962555,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.1576563037451288,0,0,0,0,0,1,0,1,1,-0.8218960222881528,-0.9352121193167807,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-0.3833799488344167,1,0,0,0,0,0,0,0,1,-1.5051108261121757,-0.7993627246971945,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,0.2686422447746041,1,0,1,0,0,0,0,0,0,-0.4561849350830796,-0.09493229761698184,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,0,-0.1796230133315977,1,0,1,0,0,1,0,0,0,-0.34647160892155754,-0.37724742459978045,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,0,0,-1.116904916644565,1,0,0,1,0,0,1,0,1,0.6625585271397126,-0.8336616620227569,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.2712930083598994,1,0,0.5131505673779869,1,0,0,0,1,0,0,1,1,0.7091035746021762,0.6976291827070987,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,0.1871394705734765,1,0,0,0,0,0,0,0,1,0.1854717906494578,0.11999888106791327,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.2712930083598994,1,0,1.124421373886444,1,0,1,1,1,1,1,1,1,1.5036940277113808,1.9366727757459816,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,2.2712930083598994,0,0,-0.9946507553428736,1,1,0,0,1,0,1,1,1,1.191177280463409,-0.6452161492263271,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,0.5946533415791145,1,1,1,0,1,0,1,0,0,1.001672444366235,1.0303774318191832,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,1,1,-0.2611257875327253,1,1,0,0,0,0,1,0,1,0.6309743877901834,-0.0929017298988662,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.2712930083598994,1,1,-1.1984076908456927,1,0,1,0,0,1,1,0,1,0.7822457920431909,-0.8860812090936777,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,0.7169075028808058,1,0,0,0,0,0,0,0,1,0.16552391316554488,0.5635454991467437,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,1,1,-0.22037440043216147,1,1,0,0,0,1,1,1,0,0.22702986874094336,-0.1430037812045462,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.2712930083598994,0,0,-0.9946507553428736,1,0,0,0,1,0,1,1,1,0.908582349441307,-0.6847018627883806,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,0,1.2059241480875715,1,1,0,0,0,0,0,0,0,-1.3671380068484438,-0.3815292739184157,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,0,1.5726866319926456,1,0,1,0,1,1,1,1,0,0.5678061090911252,1.6082725901172532,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,1.3689296964898268,1,1,0,0,0,0,0,0,0,-1.3189306362623203,-0.25751014339567735,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,1,1.4504324706909542,1,1,1,1,1,1,1,1,1,1.6599524013353668,2.458219679866342,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.7908938198400547,0,0,0,0,1,0,1,1,0,-0.5193532137821377,-0.7202588692436451,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,0.9614158254841887,1,0,0,0,0,0,0,1,1,0.5362219697415965,1.0048849784015355,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,0.2278908576740403,1,0,1,1,0,0,0,0,1,0.4880145991554731,0.323121867044201,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,2.2712930083598994,0,0,-0.7501424327394909,1,0,0,0,0,0,1,1,0,0.8537256863605464,-0.4480303666867037,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,1,-0.6686396585383633,1,0,0,0,0,0,0,0,1,-1.5117601186068137,-0.8478535646613262,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,1,-0.7501424327394909,1,0,0,0,0,0,0,0,0,0.18048482127847978,-0.5449679038384863,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-0.01661746492934249,1,0,0,0,0,0,0,0,1,0.16552391316554488,0.029506189282323854,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.9946507553428736,1,0,1,0,0,1,0,0,0,-0.3497962551688764,-0.8092727780171286,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,1,0.4316477931768593,1,1,0,0,1,0,1,1,1,1.1479568792482642,0.8514667587426007,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,0.7984102770819335,1,1,1,0,1,1,1,0,0,0.30682137867659587,0.7047803124969845,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.1984076908456927,1,0,0,0,0,1,0,0,1,-0.48278210506163033,-0.9396926111295792,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,0,0,-0.13887162623103388,1,0,0,0,0,0,0,0,1,-1.4951368873702193,-0.7543370926868037,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,0,-1.5001238567411976,-0.9982480041313277,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,2.2712930083598994,0,0,-0.8316452069406185,0,0,0,0,1,1,0,1,1,-0.7022087573846743,-0.7743116990443545,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,1,-0.6686396585383633,0,0,0,0,0,0,0,1,1,-0.9731674265411603,-0.7629449341005549,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,0.3093936318751679,1,1,0,0,1,1,1,1,1,0.5312350003706181,0.4094651378405975,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,-1.116904916644565,0,0,0,0,1,0,0,1,0,-0.8401815766484064,-0.9138911582765661,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,0.3093936318751679,1,1,0,0,0,0,1,1,1,1.0748146618072494,0.6294285930443009,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,0.1463880834729127,1,0,0,0,0,0,0,0,0,-1.5034485029885165,-0.7329057747053873,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,-1.116904916644565,1,0,0,0,0,0,0,1,1,0.5063001535157268,-0.8248331067266019,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.4402778489254012,0,0,-0.913147981141746,1,0,1,0,0,0,1,0,1,0.6625585271397126,-0.6396320880015091,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,1,-1.2391590779462565,1,0,0,0,0,0,1,1,1,0.8238038701346765,-0.9250151379497215,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-0.3833799488344167,1,1,0,0,0,1,1,0,1,0.8587126557315243,-0.14913962713537393,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,1,-0.2611257875327253,1,0,0,0,0,0,0,0,1,-1.4868252717519221,-0.7836037534935577,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,2.2712930083598994,1,0,1.6134380190932094,1,1,1,1,1,0,1,1,1,1.5834855376470334,2.5451809495334694,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,-0.4402778489254012,1,0,0.06488530927178511,1,0,0,0,0,1,0,0,0,-0.48444442818528965,-0.2055982382542856,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-0.913147981141746,1,0,1,0,0,1,1,0,0,-0.08382455538336865,-0.7363489112708878,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-0.7501424327394909,1,0,1,0,0,1,0,0,0,-0.30158888458275307,-0.655920772522915,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,-0.3833799488344167,1,1,1,0,0,0,1,0,1,0.8404271013712707,-0.049112095629936965,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,1,0,0.5946533415791145,1,0,0,0,0,0,0,0,0,-1.5001238567411976,-0.5773687017753755,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,-0.4402778489254012,1,0,-0.34262856173385287,1,0,1,0,0,1,0,1,1,0.8138299313927201,-0.03127841393170389,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,1,0,0.676156115780242,1,1,0,1,0,0,1,1,1,1.139645263629967,1.1356579537258324,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.2712930083598994,0,0,-0.505634110136108,1,0,1,0,0,1,0,0,0,-0.35810787078717354,-0.5408184828492933,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,0,0,-1.2391590779462565,1,0,0,0,0,0,0,0,0,0.16552391316554488,-0.9431136763068393,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,0,0,-1.2391590779462565,1,0,0,1,0,0,0,0,1,-0.5226778600294566,-0.9667079903358138,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-0.4241313359349805,0,0,0,0,1,1,1,1,0,-0.2666800989859052,-0.4309250408004033,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.0354021424434374,1,1,0,0,1,0,1,1,1,1.1063988011567785,-0.692184063401872,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4402778489254012,0,0,-1.2799104650468203,1,0,0,0,0,0,0,0,0,-1.4519164861550742,-0.9976079338723566,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.4402778489254012,1,1,1.0836699867858801,1,1,0,1,0,1,0,1,1,1.059853753694315,1.4565980101293095,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4402778489254012,1,1,1.0429185996853163,1,1,0,0,0,0,0,0,1,-1.3388785137462333,-0.3457074108042664,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,-0.4402778489254012,0,0,0.3501450189757317,1,1,1,1,1,1,1,1,1,1.653303108840729,0.9916200740690624,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.2712930083598994,0,0,1.0836699867858801,1,1,0,1,0,0,0,0,1,0.47970298353717605,1.0193858804754703,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4402778489254012,1,1,-1.1984076908456927,1,0,0,0,0,0,0,0,1,0.1588746206709071,-0.918548221195288,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,-0.4402778489254012,0,0,-0.01661746492934249,1,0,0,0,0,0,0,0,1,-1.4868252717519221,-0.7356867696236761,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
