gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1.0,1,1,1,1.1795743429948913,1,1,0,1,0,0,1,1,0,1.1453785908287808,1.6523102570574764,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0,0,1,-0.9849311595034191,0,0,1,0,0,1,0,1,1,-0.6720143415025521,-0.850003379954384,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1,0,0,-1.107450338890116,0,0,0,0,0,0,1,1,0,-0.6336304687352236,-0.9146978738536837,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,-1.1891297918145805,1,0,0,0,0,0,0,0,1,0.16408653921186261,-0.9105168615288063,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0,1,0,0.9345359842214976,1,1,1,1,0,1,0,0,1,0.045597192843153216,0.5371364165327314,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,0,0,0.07690172851461995,1,1,1,1,1,1,1,1,0,1.721136682338707,0.7314867713577503,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0,1,0,1.4654524282305172,1,1,0,1,1,0,0,0,0,0.7264937184548924,1.5605281407555134,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,0,0,0.11774145497685222,1,1,0,0,0,0,1,0,0,0.6163486922529936,0.26419192577092143,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-0.8624119801167224,1,1,1,0,0,0,0,0,1,-0.3031953901295267,-0.7444328187512298,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,0.4852989931369427,1,1,1,1,1,0,1,1,1,1.5058532220349954,1.1590619998582439,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,1,1,0.689497625448104,1,1,0,0,1,0,1,1,1,1.1720804153625743,1.1644439412551604,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,0,1.3429332488438204,1,1,1,0,1,0,1,1,1,1.3206093143318018,2.0275561132152227,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,0.03606200205238767,1,0,0,0,0,0,0,0,0,0.11902721031108594,-0.03706335589285068,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,1,0.15073562694496603,-0.971986638475408,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,1,-1.270809244739045,0,0,0,0,0,0,0,0,1,-1.3145269943469626,-0.9915128556096757,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,0,-0.49485444195663186,1,0,0,0,0,0,1,1,1,0.8116057841563598,-0.19305069869439348,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,0,0,-0.8624119801167224,1,0,0,0,0,0,0,0,0,-1.508115222216967,-0.9018879637519317,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0,0,0,-0.82157225365449,1,0,0,1,0,0,0,0,1,-0.5101345302664279,-0.7307110921318183,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-0.5765338948810964,1,0,0,0,1,0,1,1,0,1.016876060259899,-0.21106463477498225,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,0,0,0.5261387195991749,1,0,1,0,0,0,0,0,1,-0.4600686092655647,0.019602704765594038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-1.107450338890116,1,0,0,0,1,0,1,1,1,0.17743745147875964,-0.848246465200845,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0,1,1,0.5669784460614072,1,0,0,0,0,0,0,0,1,-1.4847511257498973,-0.5946947550097431,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0,0,0,1.6288113340794463,1,0,0,0,0,0,0,0,0,-1.496433173983432,-0.3648947531323064,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,0,0.6486578989858718,0,0,1,1,0,0,1,0,1,-0.6636700213357416,-0.06668627300315218,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-0.9849311595034191,1,0,0,0,1,0,0,0,1,0.3126154381810901,-0.7358261604016151,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,1,1,1.1795743429948913,0,0,1,1,0,1,0,1,1,-0.466744065399013,0.37107461318241486,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0,0,0,-0.6173736213433287,1,0,0,0,0,0,0,0,0,-1.489757717849984,-0.8524719563802424,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,0,0,0,-1.229969518276813,1,0,0,0,0,0,0,0,0,-1.4663936213829143,-0.9831063521054011,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0,0,0,0.6486578989858718,1,1,1,1,1,0,1,1,1,0.6263618764531661,0.7265051396515133,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,1,1,1.6288113340794463,0,0,1,0,1,1,1,1,0,-0.12462693855978135,1.02059932573757,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,0,0,-0.2906558096454705,1,1,1,1,1,1,0,1,0,0.5696204993188544,-0.10037900530203128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-0.9440914330411869,0,0,0,0,0,0,1,0,1,-1.0007805560748868,-0.8710641175695909,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0,0,0,-0.82157225365449,1,1,0,1,1,1,1,1,1,1.6109916561368083,-0.38684506783791267,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0,1,1,0.19942090790131678,1,1,0,1,1,0,0,1,1,1.016876060259899,0.5686052061056117,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,1,1.6288113340794463,1,1,1,1,1,1,1,1,0,0.8766914814574819,1.956167551710667,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,1,0,1.6288113340794463,1,1,0,1,1,0,1,1,1,1.389032739699648,2.362215014623494,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,1,-1.270809244739045,1,0,0,0,0,0,0,0,0,-0.625286148568413,-0.9823279721513016,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1,0,0,-0.08645717733430915,1,0,1,1,0,0,1,1,1,0.33597953464815966,-0.06368395032305404,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-0.08645717733430915,1,1,1,1,0,0,1,0,1,0.9918430997594673,0.2598552374552241,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-0.9440914330411869,1,0,1,0,0,0,0,0,1,0.33931726271488366,-0.6877667580927851,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,0.07690172851461995,1,0,0,0,0,0,0,0,0,-1.5014397660835184,-0.7022668646662962,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1,1,0,1.6288113340794463,1,1,0,0,1,0,1,1,1,0.292589069780745,1.3675121515660937,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0,1,0,1.2204140694571237,1,1,1,1,0,1,1,1,1,0.6764277974540293,1.2881396356752033,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0,0,0,-0.9032517065789546,1,1,0,1,0,0,0,0,1,0.5128791221845428,-0.6332801613058191,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,-1.107450338890116,1,0,0,0,0,0,0,0,0,-1.4730690775163628,-0.9600218266095355,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0,0,-0.4131749890321673,0,0,0,1,0,0,1,1,1,-0.4784261136325478,-0.5140101129105135,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,1,-0.7807325271922578,1,0,1,1,0,0,0,0,1,-0.2898444778626299,-0.6627029235707808,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,1,1,-0.3098708462629752,-0.9781247203991641,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,0.19942090790131678,1,1,1,0,1,1,0,1,1,1.1520540469622294,0.6672370660036502,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-1.1482900653523482,1,0,1,1,0,1,0,0,1,-0.14298444292676465,-0.8817168032271242,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,1,-0.37233526256993504,1,0,1,0,0,1,1,1,1,1.1737492793959363,0.03416952962088496,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-1.107450338890116,1,0,0,0,0,1,0,1,1,0.6914475737542883,-0.8133305644026668,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1,0,0,-0.0047777244098446,1,0,0,1,0,0,0,0,1,0.32429748641462514,0.009995272189279866,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-0.08645717733430915,1,1,0,0,1,0,1,1,0,1.193775647796282,0.3746996398257927,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.6288113340794463,1,1,1,0,1,0,1,1,0,1.353986594999044,2.381963626030361,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,1,1.0162154371459622,1,0,0,1,1,0,1,1,1,1.0969815338612796,1.4871602702248192,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0,0,0,-1.270809244739045,1,1,0,0,0,0,0,0,1,-0.4867704337993583,-0.9804820996887227,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1,0,0,-0.9032517065789546,1,0,0,0,0,0,0,1,1,0.48617729765074913,-0.6498040557599888,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-0.4131749890321673,1,1,0,0,1,1,1,1,1,0.4661509292504041,-0.26274906372719004,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1,1,0,-0.7807325271922578,1,1,1,1,0,0,0,1,0,0.9718167313591217,-0.4418876503063784,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0,0,0,-1.270809244739045,0,0,0,0,0,0,0,0,0,-1.3128581303136004,-0.9914906161824159,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,0,1,-1.1482900653523482,1,1,0,0,0,1,0,0,0,0.5379120826849744,-0.854896053951581,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0,1,0,1.3020935223815882,1,1,1,0,1,1,1,1,1,1.4624627571675808,2.0577572554342836,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0,1,1,1.5879716076172141,1,1,1,1,1,1,1,1,0,0.8800292095242059,1.7966219005475264,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0,1,0,1.6288113340794463,1,1,1,1,1,1,1,1,1,1.7445007788057767,2.8199246670612683,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0,1,1,0.5261387195991749,1,0,0,1,0,1,0,0,1,-0.35159244709702786,0.02905446135108815,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,0,0,-1.270809244739045,1,0,1,0,0,0,0,0,0,-0.5585315872339288,-0.9814383950609021,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1,1,0,0.1585811814390845,1,1,0,0,0,0,0,1,1,0.6480571088868732,0.34120706237225346,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-1.107450338890116,1,0,1,0,0,1,1,0,1,-0.011144184291158467,-0.8459113253385465,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,1.138734616532659,1,1,0,0,0,0,0,0,0,-1.3245401785471353,-0.33333700585038606,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0,1,0,-1.270809244739045,0,0,0,0,0,0,0,0,1,-1.3312156346805837,-0.9917352498822756,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-0.12729690379654143,1,1,1,1,0,1,0,0,0,0.09232538577729235,-0.20165735704400817,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1,0,0,1.6288113340794463,1,1,0,1,1,1,1,1,0,1.5676011912693937,2.530389563563509,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0,0,0,0.5669784460614072,1,0,0,0,0,0,0,0,0,-0.6586634292356551,-0.03806413011955006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,1,1,-0.33149553610770277,1,0,1,0,0,1,0,0,0,-0.3182151664297857,-0.41571184442137477,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,-0.04561745087207687,1,0,0,0,0,0,0,0,0,-1.4764068055830868,-0.7187462802659459,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0,0,0,1.0162154371459622,0,0,0,0,1,1,1,1,0,-0.3782942716308214,0.3716528382911746,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,1,1,-0.0047777244098446,1,0,0,0,0,0,0,0,1,0.1690931313119491,0.04155301947120032,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,1,0,-0.5765338948810964,1,0,0,0,1,0,0,0,1,-0.5051279381663416,-0.6120859871270523,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,1,-1.5164595423837774,-0.9942038263081341,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0,0,0.97537571068373,1,1,0,1,1,0,1,1,1,1.405721380033269,1.6278913659260112,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-1.0666106124278838,1,0,0,0,0,0,1,1,1,0.8232878323898942,-0.7502150698388262,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1,0,0,-0.658213347805561,1,0,0,0,0,0,0,0,0,0.16575540324522509,-0.538718116596358,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,1,0.9345359842214976,1,1,1,1,0,0,0,0,1,0.6814343895541153,1.0436838512334357,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1,1,0,0.4444592666747104,1,1,0,1,1,0,1,1,1,1.2788877134977492,0.9606640692719075,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,1,0,-0.24981608318323825,1,0,0,1,0,0,0,1,0,0.6764277974540293,-0.037686059856130334,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,0.40361954021247815,1,1,0,0,0,0,0,0,0,-1.3228713145137732,-0.5802836061452722,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,1,1,0,-1.0257708859656514,1,0,0,0,0,0,1,1,1,0.8282944244899808,-0.7017775972665764,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,1,1,0.97537571068373,1,0,1,0,0,1,1,1,1,0.2642183812135889,0.8139060887832588,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,1,1,0.97537571068373,1,0,1,1,1,0,0,0,1,-0.16301081132710996,0.5350681497975526,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,0,0,1.2204140694571237,1,1,1,1,1,1,0,0,0,0.15741108307841456,0.8820254544805964,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1,1,0,0.11774145497685222,1,1,0,0,1,0,1,1,0,1.247179296863869,0.5328886859260741,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,1,0,-1.107450338890116,1,1,0,1,0,0,0,0,1,0.5445875388184228,-0.8374603429797518,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-0.658213347805561,1,0,0,0,0,0,0,0,0,-1.523134998517226,-0.8574758275137393,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0,0,0,-0.12729690379654143,1,1,1,0,0,0,0,1,1,0.04726605687651522,-0.15226358909957888,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,1,0.11774145497685222,1,0,1,1,0,0,0,0,0,-0.3031953901295267,-0.10587214383524782,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0,1,1,-0.0047777244098446,1,1,0,0,1,0,0,1,1,0.8800292095242059,0.3113617509893521,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-1.229969518276813,1,0,0,0,0,0,0,0,0,-0.621948420501689,-0.9670272461964311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,1,1,0.07690172851461995,1,0,1,1,1,0,0,0,1,-0.12963353065986785,-0.09448555707813495,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0,1,0,-1.107450338890116,1,0,0,0,0,0,0,0,1,0.1423913067781555,-0.8464228321655263,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.6288113340794463,1,0,0,0,0,0,0,0,0,-1.511452950283691,-0.3964080215597067,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,0,0,0,0.1585811814390845,1,0,0,0,0,0,0,0,1,-1.479744533649811,-0.6932598966260017,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,0,0,0,1.3837729753060528,1,0,0,0,0,0,0,0,0,-1.5014397660835184,-0.4450901278318164,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0,1,1,1.261253795919356,1,0,1,0,0,0,0,0,1,-0.4684129294323752,0.43000909542137816,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,0,-1.229969518276813,1,0,0,1,0,0,1,0,1,-0.18971263586090356,-0.9519933933686804,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,1,-0.08645717733430915,0,0,0,0,0,1,1,1,0,-0.4500554250653919,-0.3082286924738617,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0,0,-0.8624119801167224,1,1,0,0,1,0,1,1,1,1.2037888319964545,-0.500266146863842,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,1.547131881154982,0,0,1,0,1,1,0,1,0,-0.54351181093367,0.5285519976103769,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,0,1.138734616532659,1,0,0,1,0,0,1,1,1,0.9918430997594673,1.492608929903516,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1,0,0,0.8120168048348009,0,0,1,0,0,0,1,1,1,-0.5301608986667732,0.13369096660932292,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1,1,0,1.0978948900704268,1,0,1,1,1,0,0,0,1,0.609673236119545,1.1780989495927916,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,1,-1.4997709020501564,-0.9939814320355342,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0,1,0,-0.12729690379654143,1,1,0,0,0,0,0,0,1,0.34265499078160816,-0.046893182741764516,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,1.5062921546927495,1,1,0,0,1,1,1,1,0,1.3122649941649913,2.1234302841330224,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1,1,0,-0.9849311595034191,1,0,1,0,0,0,1,0,0,-0.1262958025931436,-0.7572649682802418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,0,0,-1.107450338890116,1,0,0,0,0,0,0,0,1,0.18578177164557017,-0.8551406876514408,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,0,1,-0.4540147154943996,1,1,0,0,0,0,0,0,0,-1.3345533627473078,-0.7949830369131783,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1,1,0,-1.1482900653523482,0,0,0,0,1,0,0,0,1,-1.160991503277649,-0.9501697603333615,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,1,1.5879716076172141,1,0,0,0,0,0,0,0,0,-1.4880888538166215,-0.3846878433936941,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,0,0.5261387195991749,1,1,0,1,0,0,0,0,0,0.5579384510853199,0.6766888225891443,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-0.08645717733430915,1,1,0,0,0,1,0,1,1,0.8416453367568778,0.20845992105739627,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1,0,0,-0.04561745087207687,1,1,0,1,0,0,1,0,1,0.8683471612906714,0.26272412357176245,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,0.8936962577592654,1,1,1,1,0,1,0,0,1,0.032246280576256656,0.5836612983606223,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,1,1,0.11774145497685222,1,0,0,0,0,0,0,0,0,-1.489757717849984,-0.6706201596753358,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1,0,1.547131881154982,1,1,0,1,0,1,1,1,1,1.3272847704652504,2.2661406888603537,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,0,0,0.11774145497685222,1,1,1,0,1,0,0,0,1,-0.16968626746055826,-0.07097848246432954,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1,1,0,0.9345359842214976,1,1,0,0,0,0,0,0,1,0.3109465741477281,0.7996950947641277,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,1,1,1.3429332488438204,1,1,0,0,1,1,1,1,1,1.3089272660982674,2.007162558417815,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-0.0047777244098446,1,0,0,0,0,0,0,0,0,-1.4981020380167944,-0.7324680068853573,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,0,1,0,1.1795743429948913,1,1,0,0,0,0,1,1,1,1.0619353891606755,1.5208307630964382,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0,1,1,1.6288113340794463,1,0,1,1,1,1,1,1,1,0.6347061966199766,1.7090652754249607,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,0,0,1.6288113340794463,1,1,1,1,1,1,0,0,0,0.16575540324522509,1.1803673711733105,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,1,-0.8624119801167224,1,0,0,0,1,0,1,0,1,-0.16801740342719623,-0.6988642322955182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,1.5879716076172141,1,1,0,0,1,1,0,0,1,0.7248248544215304,1.74246889516946,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,0,0,0.8528565312970331,1,0,0,1,0,1,0,0,1,0.5312366265515258,0.9312190675796859,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1,0,0,-1.229969518276813,1,0,1,0,1,0,1,0,0,0.057279241076688234,-0.9607112488545949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,1,0,1.4654524282305172,0,0,1,0,1,0,1,1,1,-0.35326131113038983,0.6849841289571192,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,0,0,-0.37233526256993504,1,1,0,0,1,0,0,0,1,0.5445875388184228,-0.15006188580084032,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.5879716076172141,1,1,1,0,0,0,1,0,1,0.05060378494323972,1.0844264819737304,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0,1,1,0.5669784460614072,1,1,0,1,0,0,0,0,1,0.5112102581511807,0.673953373036166,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,1,0,-0.6990530742677933,1,0,0,0,0,0,0,0,0,-1.5314793186840365,-0.8715756243965705,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0,0,0,-0.0047777244098446,1,1,0,1,1,0,1,1,1,1.3139338581983533,0.5170097348624438,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,1,1,0.11774145497685222,1,0,0,0,0,0,0,0,0,-1.5047774941502425,-0.6972185146782792,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0,1,0,-0.0047777244098446,1,0,0,1,0,0,0,1,0,0.6497259729202357,0.1474349326559942,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,0,-1.4880888538166215,-0.9938257560447143,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0,0,0,0.8528565312970331,1,0,0,0,0,0,0,0,0,-1.4830822617165353,-0.5364274555885794,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0,0,0,-1.0666106124278838,1,0,0,0,0,0,0,0,0,-1.4697313494496385,-0.954150617812899,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,1,1.0570551636081944,1,0,0,1,0,0,1,1,1,0.9401083147252416,1.3568594659085604,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.2204140694571237,1,0,1,1,0,0,0,0,1,0.5596073151186819,1.2136375543542497,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,0,0,-0.8624119801167224,1,0,0,0,0,0,0,0,0,-1.478075669616449,-0.8998196970167529,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0,0,0,-1.229969518276813,1,0,0,0,0,0,0,0,1,-1.5031086301168806,-0.9855082102494794,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,1,0.03606200205238767,1,0,0,0,0,0,0,0,0,-1.4714002134830004,-0.6957507124791201,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,1,1,0,1.2204140694571237,1,1,1,0,1,0,1,1,1,1.340635682732147,1.805139601188101,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0,1,0,-0.8624119801167224,1,0,0,0,0,0,0,0,1,-1.4730690775163628,-0.9205023643685402,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0,1,0,-0.658213347805561,1,1,0,0,0,0,1,0,1,0.6764277974540293,-0.3897361933817109,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,-0.6990530742677933,1,1,0,0,0,0,1,1,1,0.9567969550588628,-0.36020223398044926,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.5062921546927495,0,0,1,0,1,1,0,0,0,-0.8539205211390215,0.2335237555794006,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0,1,1,1.5879716076172141,1,0,0,0,0,0,0,0,0,-1.5014397660835184,-0.42405162964386955,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0,1,1,-1.1482900653523482,1,1,0,1,0,0,1,1,1,1.1103324461281767,-0.8317448101739354,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,0.03606200205238767,1,1,0,0,1,1,0,1,1,1.0118694681598124,0.33522465643931726,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0,0,-0.82157225365449,1,0,0,0,0,0,0,0,1,-1.513121814317053,-0.9052016384136696,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0,0,-1.270809244739045,1,0,0,0,0,0,1,0,0,0.4594754731169556,-0.9678723444323106,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1,0,0,-0.5356941684188642,1,1,1,0,0,0,1,0,1,0.8650094332239469,-0.264417020771689,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1,0,0,1.424612701768285,1,1,0,0,1,0,1,1,1,1.2254840644301621,2.040054671335335,1.0,0.0,0.0,0.0,1.0,0.0,0.0
